Order ID,Ship Date,Ship Mode
US-2020-133508,2020-04-21,Standard Class
CA-2018-107139,2018-07-11,Standard Class
CA-2019-111325,2019-02-28,First Class
CA-2019-163762,2019-12-01,Standard Class
US-2018-117163,2018-02-02,Standard Class
CA-2021-121314,2021-09-26,First Class
CA-2021-147760,2021-11-05,First Class
CA-2020-156503,2020-10-20,Standard Class
CA-2019-113628,2019-11-19,Standard Class
CA-2021-147753,2021-03-05,Same Day
CA-2019-103961,2019-11-09,Standard Class
CA-2020-152471,2020-07-08,Same Day
CA-2019-102582,2019-09-19,Standard Class
CA-2021-141873,2021-10-14,Standard Class
CA-2019-140984,2019-09-18,Standard Class
CA-2018-132801,2018-10-12,Standard Class
CA-2021-141733,2021-05-11,Standard Class
US-2019-111927,2019-11-19,Standard Class
CA-2018-105984,2018-11-24,Same Day
CA-2018-100363,2018-04-15,Standard Class
CA-2018-126760,2018-08-02,Standard Class
US-2018-109162,2018-06-12,Standard Class
CA-2018-101931,2018-10-31,First Class
CA-2021-129000,2021-11-27,Second Class
CA-2021-161053,2021-09-23,First Class
CA-2019-142377,2019-12-09,Standard Class
CA-2019-127593,2019-09-21,Same Day
CA-2021-130526,2021-11-29,First Class
US-2021-131849,2021-06-10,Standard Class
US-2021-105389,2021-10-28,Second Class
CA-2018-140816,2018-12-20,Same Day
CA-2021-154039,2021-02-22,Standard Class
CA-2018-135755,2018-05-10,Standard Class
CA-2021-123246,2021-10-19,Second Class
CA-2019-157133,2019-12-03,Standard Class
CA-2018-124709,2018-07-29,Second Class
CA-2021-146360,2021-04-25,Second Class
CA-2019-132486,2019-10-27,Second Class
CA-2020-136231,2020-09-07,Second Class
CA-2020-140641,2020-11-02,Standard Class
CA-2018-151001,2018-04-07,First Class
CA-2019-129896,2019-06-20,Standard Class
CA-2018-152849,2018-07-12,Standard Class
US-2021-127341,2021-02-02,Standard Class
CA-2020-167759,2020-03-08,Second Class
CA-2018-100895,2018-06-06,Standard Class
US-2020-163881,2020-11-30,Standard Class
US-2020-144547,2020-11-14,Standard Class
US-2018-112200,2018-11-28,Standard Class
CA-2021-110212,2021-05-05,Standard Class
CA-2021-134285,2021-12-12,Standard Class
CA-2021-102267,2021-12-04,Standard Class
CA-2021-157980,2021-12-09,First Class
CA-2019-121097,2019-01-08,Standard Class
CA-2019-151043,2019-11-20,Standard Class
US-2019-119312,2019-10-07,Second Class
CA-2019-167010,2019-04-10,Standard Class
CA-2021-126788,2021-06-06,First Class
CA-2021-148068,2021-09-25,Standard Class
US-2021-142573,2021-07-23,Standard Class
US-2019-148817,2019-12-07,Standard Class
CA-2020-110044,2020-07-02,Second Class
CA-2021-146920,2021-09-01,Standard Class
CA-2018-103940,2018-09-21,Standard Class
CA-2020-162082,2020-03-17,First Class
CA-2020-132094,2020-09-02,Standard Class
CA-2021-123001,2021-09-08,Standard Class
CA-2019-118955,2019-06-20,Standard Class
US-2020-143448,2020-12-10,Same Day
CA-2021-117863,2021-05-23,Standard Class
CA-2021-160458,2021-05-29,Second Class
US-2020-142685,2020-06-30,Standard Class
CA-2020-133144,2020-05-21,Second Class
CA-2021-167871,2021-11-23,Standard Class
CA-2020-119963,2020-11-22,Standard Class
CA-2018-121167,2018-11-30,Second Class
US-2020-151862,2020-03-08,Standard Class
CA-2021-152961,2021-01-19,Standard Class
CA-2018-133228,2018-04-09,Standard Class
CA-2020-114951,2020-07-03,Standard Class
CA-2020-156573,2020-06-02,Standard Class
CA-2019-113901,2019-10-24,Standard Class
CA-2021-134838,2021-02-20,First Class
CA-2020-120257,2020-09-28,Standard Class
CA-2018-164910,2018-11-17,Second Class
CA-2020-149902,2020-04-06,Standard Class
CA-2020-146010,2020-05-23,First Class
US-2019-163685,2019-06-05,Standard Class
CA-2018-135090,2018-11-26,Standard Class
CA-2019-132374,2019-02-24,Second Class
CA-2020-167556,2020-04-02,Standard Class
US-2020-116400,2020-10-24,First Class
CA-2021-101308,2021-10-07,Standard Class
CA-2018-114517,2018-12-27,Standard Class
CA-2021-119564,2021-12-20,Standard Class
CA-2020-135265,2020-07-09,Second Class
CA-2020-108735,2020-04-21,Standard Class
CA-2021-112333,2021-04-14,Standard Class
US-2020-159415,2020-04-22,Standard Class
CA-2018-122588,2018-11-27,Second Class
CA-2018-137589,2018-11-08,Standard Class
CA-2019-161998,2019-05-05,Standard Class
CA-2019-105627,2019-03-12,Standard Class
US-2019-149629,2019-07-20,Second Class
CA-2018-116834,2018-10-16,Standard Class
CA-2020-145730,2020-03-08,Standard Class
US-2019-168732,2019-12-16,Standard Class
CA-2019-107468,2019-12-22,Standard Class
CA-2021-144463,2021-01-05,Standard Class
CA-2021-100811,2021-11-24,First Class
CA-2019-153612,2019-12-27,Standard Class
CA-2019-165624,2019-08-28,Standard Class
CA-2018-154963,2018-06-27,Standard Class
CA-2021-130764,2021-10-28,First Class
CA-2021-139311,2021-08-13,First Class
CA-2021-124296,2021-12-28,Standard Class
CA-2020-169957,2020-09-30,Standard Class
US-2020-108777,2020-12-12,Same Day
CA-2019-148859,2020-01-01,Standard Class
CA-2018-110786,2019-01-02,Standard Class
CA-2019-137750,2019-06-30,Standard Class
CA-2019-136378,2019-04-07,Standard Class
CA-2021-100356,2021-10-25,Standard Class
US-2019-166520,2019-07-19,First Class
CA-2021-136350,2021-06-26,Second Class
CA-2018-122931,2018-10-03,Standard Class
CA-2018-163034,2018-11-28,Standard Class
CA-2019-124058,2019-11-24,Standard Class
CA-2020-129196,2020-11-07,Standard Class
US-2019-138716,2019-09-20,First Class
US-2020-122182,2020-03-14,Standard Class
US-2018-130358,2018-06-26,First Class
CA-2018-102673,2018-11-05,Standard Class
CA-2020-145303,2020-08-31,First Class
CA-2019-156104,2019-12-08,Second Class
US-2019-164308,2019-09-27,First Class
CA-2021-108112,2021-11-20,Standard Class
CA-2019-100685,2019-12-21,Second Class
CA-2019-165414,2019-12-24,First Class
CA-2020-140417,2020-09-29,Standard Class
US-2021-151316,2021-06-30,Standard Class
CA-2021-163692,2021-09-09,First Class
CA-2020-111913,2020-08-06,Second Class
US-2018-156559,2018-08-26,Standard Class
CA-2020-161473,2020-04-05,Standard Class
CA-2021-166576,2021-05-18,First Class
CA-2019-102491,2019-08-28,Standard Class
CA-2018-116904,2018-09-28,Standard Class
US-2021-102288,2021-06-23,Standard Class
CA-2021-137456,2021-12-21,Same Day
US-2021-155999,2021-08-13,Standard Class
US-2020-148334,2020-08-26,Standard Class
CA-2019-105599,2019-09-07,Same Day
CA-2019-153717,2020-01-01,Standard Class
CA-2019-116687,2019-05-07,Standard Class
CA-2020-163573,2020-11-27,First Class
CA-2019-153416,2019-11-29,Standard Class
CA-2021-117394,2021-09-10,Standard Class
CA-2021-133823,2021-05-12,Same Day
CA-2018-127523,2018-05-18,Standard Class
CA-2021-123239,2021-07-31,Second Class
CA-2021-156769,2021-05-09,First Class
CA-2018-127299,2018-09-24,Standard Class
CA-2019-121272,2019-04-04,Standard Class
CA-2018-115336,2018-11-25,Standard Class
CA-2019-111703,2019-07-09,Standard Class
CA-2018-128839,2018-09-13,Standard Class
CA-2021-105914,2021-10-08,Standard Class
CA-2021-110926,2021-11-23,Standard Class
CA-2020-117226,2021-01-01,First Class
CA-2021-127313,2021-12-04,First Class
CA-2020-136287,2020-06-17,Standard Class
US-2018-107699,2018-05-23,Standard Class
CA-2021-112725,2021-02-06,Standard Class
CA-2019-136196,2019-12-04,Standard Class
CA-2021-106068,2021-10-28,Standard Class
CA-2021-100160,2021-09-11,Standard Class
CA-2020-139689,2021-01-03,Standard Class
CA-2019-101091,2019-12-09,Second Class
CA-2018-126907,2018-11-08,Standard Class
US-2020-164588,2020-04-23,Standard Class
CA-2021-115546,2021-05-18,Standard Class
CA-2019-163587,2019-03-18,Standard Class
US-2021-106131,2021-01-16,First Class
CA-2019-160213,2019-03-13,Standard Class
CA-2018-157924,2018-10-13,First Class
CA-2019-100216,2019-04-14,First Class
CA-2021-100601,2021-11-20,Standard Class
CA-2020-152163,2020-07-01,Same Day
CA-2019-154340,2019-11-30,First Class
CA-2018-128846,2018-04-12,Standard Class
CA-2020-148593,2020-06-18,Second Class
US-2021-119039,2021-03-10,Standard Class
CA-2021-128426,2021-10-11,Standard Class
US-2021-136868,2021-10-12,Standard Class
CA-2020-143749,2020-12-07,First Class
CA-2020-111493,2020-10-22,First Class
CA-2021-112536,2021-05-23,Standard Class
CA-2020-157714,2020-10-01,Second Class
CA-2021-166709,2021-11-22,Standard Class
CA-2019-129392,2019-07-08,Same Day
CA-2019-150875,2019-11-20,Standard Class
CA-2019-154200,2019-06-22,Standard Class
CA-2020-124233,2020-04-14,Standard Class
US-2019-134271,2019-04-23,Second Class
US-2020-161683,2020-12-08,Standard Class
CA-2019-143105,2019-12-10,Same Day
CA-2018-145387,2018-11-02,Second Class
CA-2021-109715,2021-12-14,Standard Class
CA-2018-166457,2018-05-09,Second Class
CA-2020-164637,2020-03-08,Standard Class
CA-2018-103590,2018-12-04,Standard Class
CA-2019-111234,2019-02-22,Standard Class
CA-2021-149881,2021-04-03,First Class
CA-2021-134565,2021-06-13,Second Class
CA-2020-108644,2020-10-03,First Class
US-2018-102631,2018-12-17,Standard Class
CA-2021-120327,2021-11-16,Standard Class
CA-2019-154970,2019-01-10,Standard Class
CA-2020-113803,2020-03-26,First Class
CA-2021-100223,2021-07-10,Standard Class
CA-2018-168823,2018-09-24,First Class
CA-2020-162404,2020-07-27,Standard Class
CA-2021-104024,2021-09-03,Second Class
CA-2021-147144,2021-03-28,First Class
CA-2021-158673,2022-01-04,Standard Class
CA-2018-133704,2018-09-26,Standard Class
CA-2020-159142,2020-04-05,First Class
CA-2018-138436,2018-03-30,Standard Class
CA-2021-117702,2021-12-04,Standard Class
CA-2020-157336,2020-12-05,Second Class
CA-2018-168130,2018-09-19,Same Day
CA-2019-155068,2019-10-23,Same Day
CA-2021-163160,2021-10-16,First Class
CA-2019-101924,2019-09-09,Standard Class
CA-2020-124793,2020-03-16,First Class
CA-2021-118367,2021-11-02,Second Class
CA-2021-164819,2021-10-19,Second Class
CA-2021-158344,2021-08-11,Standard Class
CA-2021-123351,2021-09-25,Standard Class
CA-2021-110429,2021-11-08,Standard Class
US-2020-131611,2020-11-09,Standard Class
US-2021-124821,2021-06-29,Second Class
CA-2019-166975,2019-11-30,Standard Class
CA-2020-123806,2020-11-27,Second Class
US-2021-158505,2021-07-21,Same Day
CA-2019-142692,2019-10-28,Standard Class
CA-2019-123456,2019-07-13,Standard Class
CA-2021-151358,2021-08-22,Standard Class
US-2020-107440,2020-04-20,Standard Class
CA-2018-166989,2018-11-18,Standard Class
CA-2018-103100,2018-12-23,First Class
CA-2019-105690,2019-11-26,Second Class
CA-2021-127516,2022-01-03,Standard Class
US-2019-117184,2019-05-21,Standard Class
CA-2021-102407,2021-12-13,Second Class
CA-2021-130967,2021-03-16,Standard Class
CA-2021-101581,2021-10-27,Standard Class
CA-2021-169124,2021-07-10,Standard Class
CA-2021-117261,2021-09-10,Standard Class
CA-2021-129021,2021-08-26,Second Class
CA-2018-123253,2018-08-25,Second Class
CA-2020-121601,2020-10-04,Same Day
CA-2018-162278,2018-10-30,Second Class
CA-2020-161095,2020-06-28,Same Day
CA-2018-125829,2018-11-11,Standard Class
CA-2018-123127,2018-09-12,Standard Class
CA-2019-115945,2019-07-01,Standard Class
CA-2019-136735,2019-08-02,Standard Class
US-2021-136189,2021-12-11,Standard Class
CA-2018-152345,2019-01-03,Second Class
US-2019-147662,2019-02-19,Standard Class
CA-2020-153346,2020-01-27,First Class
CA-2021-118360,2021-04-07,Standard Class
CA-2021-149853,2021-10-09,Standard Class
CA-2021-107909,2021-09-06,Standard Class
CA-2019-112375,2019-12-27,Standard Class
CA-2019-154795,2019-12-24,Standard Class
CA-2019-125234,2019-12-01,Standard Class
CA-2021-133501,2021-09-01,Standard Class
US-2018-129609,2018-03-22,Same Day
CA-2021-130309,2021-12-21,Standard Class
CA-2021-105410,2021-03-22,First Class
CA-2020-120355,2020-09-25,Standard Class
CA-2021-169894,2021-11-29,Second Class
US-2021-100482,2021-04-15,Standard Class
CA-2021-107748,2021-12-12,Second Class
CA-2021-153654,2021-11-26,Second Class
CA-2019-155600,2019-12-07,Second Class
CA-2021-162565,2021-12-11,Same Day
CA-2020-127642,2020-05-23,First Class
US-2021-163195,2021-02-21,Second Class
CA-2021-111332,2021-05-22,Second Class
CA-2021-117044,2021-09-13,Second Class
US-2020-165078,2020-11-10,Standard Class
US-2021-169320,2021-07-25,Second Class
CA-2020-158575,2020-11-24,Standard Class
CA-2018-166954,2018-04-30,Standard Class
CA-2019-140830,2019-12-02,Second Class
CA-2019-152891,2019-10-30,Standard Class
US-2019-122784,2019-07-27,Standard Class
CA-2020-156811,2020-11-02,Standard Class
CA-2021-111556,2021-11-22,First Class
CA-2020-108868,2020-09-12,Standard Class
CA-2018-142965,2018-07-20,Same Day
CA-2020-148740,2020-11-19,Standard Class
US-2018-138758,2018-07-11,Standard Class
CA-2020-131737,2020-03-17,Same Day
CA-2020-114538,2020-12-27,First Class
CA-2018-127936,2018-09-04,First Class
CA-2019-164336,2019-07-10,Standard Class
CA-2020-100041,2020-11-25,Standard Class
US-2018-154879,2018-05-11,Standard Class
CA-2018-130624,2018-06-24,First Class
CA-2021-132339,2021-08-23,Standard Class
CA-2018-153983,2018-12-06,Standard Class
CA-2021-112900,2021-04-12,Second Class
CA-2018-160157,2018-12-27,Standard Class
CA-2018-139633,2018-12-24,Standard Class
CA-2019-163090,2019-11-21,Second Class
CA-2018-117016,2018-03-09,Standard Class
CA-2021-159464,2021-05-19,First Class
US-2021-103226,2021-09-28,Standard Class
CA-2021-119452,2021-03-27,Standard Class
CA-2021-147725,2021-09-14,Same Day
CA-2020-168893,2020-11-08,Second Class
CA-2020-163398,2020-05-08,Standard Class
CA-2020-162726,2021-01-02,Standard Class
US-2020-111290,2020-07-26,Standard Class
US-2018-147704,2018-11-21,Standard Class
CA-2019-121965,2019-06-23,Standard Class
CA-2020-147137,2020-07-06,First Class
US-2019-146745,2019-09-08,Standard Class
CA-2021-115175,2021-08-12,Standard Class
CA-2021-105851,2021-03-20,Standard Class
US-2021-125717,2021-10-01,First Class
CA-2019-163895,2019-08-11,Standard Class
CA-2021-168641,2021-12-01,Standard Class
CA-2021-156895,2021-05-12,Standard Class
CA-2021-121300,2021-09-29,Same Day
CA-2021-130211,2021-10-22,Same Day
CA-2018-147235,2018-03-28,Standard Class
CA-2020-109365,2020-11-08,Standard Class
CA-2019-162621,2019-09-11,Standard Class
CA-2021-105921,2021-08-21,Standard Class
CA-2018-150798,2018-12-03,Second Class
CA-2021-112753,2021-06-23,Standard Class
CA-2021-155075,2021-12-09,Standard Class
CA-2018-103401,2018-11-26,Standard Class
CA-2020-124814,2020-04-16,Standard Class
CA-2018-116757,2018-07-04,Standard Class
US-2018-138247,2018-12-29,Standard Class
CA-2021-167003,2021-05-29,Standard Class
CA-2020-119935,2020-11-14,Standard Class
CA-2020-118969,2020-10-03,First Class
CA-2020-145240,2020-09-08,First Class
CA-2020-120873,2020-11-01,Second Class
US-2021-111920,2021-10-26,Standard Class
US-2020-128678,2020-09-20,Standard Class
CA-2020-101385,2020-10-01,Standard Class
CA-2021-107167,2021-06-14,Standard Class
CA-2018-109491,2018-02-26,Standard Class
CA-2021-105445,2021-02-25,Second Class
CA-2018-107454,2018-11-06,Standard Class
US-2021-105046,2021-07-23,Standard Class
CA-2021-152856,2021-09-10,Second Class
CA-2020-134691,2020-11-18,Standard Class
CA-2020-118759,2020-11-17,First Class
CA-2018-140403,2018-10-10,Same Day
CA-2019-163104,2019-03-26,Standard Class
CA-2021-138464,2021-07-12,Standard Class
CA-2019-104129,2019-03-02,Standard Class
US-2021-132206,2021-06-21,Standard Class
CA-2021-113474,2021-03-31,First Class
CA-2019-126557,2019-07-17,Second Class
US-2021-107636,2021-05-02,First Class
US-2018-165862,2018-07-17,Standard Class
US-2018-106334,2019-01-02,Standard Class
CA-2020-101448,2020-03-01,Second Class
CA-2019-130218,2019-03-26,First Class
US-2021-117331,2021-10-28,Standard Class
CA-2018-127383,2019-01-05,Standard Class
CA-2018-110219,2018-05-08,First Class
CA-2019-118871,2019-12-09,Second Class
CA-2021-129490,2021-09-30,Standard Class
CA-2018-101175,2018-12-14,Standard Class
US-2021-149510,2021-12-10,Standard Class
CA-2019-111990,2019-11-13,Standard Class
CA-2018-169460,2018-04-21,Second Class
US-2019-152128,2019-05-27,Second Class
CA-2021-126662,2021-07-21,Standard Class
CA-2020-139395,2020-12-18,Standard Class
US-2018-121734,2018-04-16,Standard Class
CA-2019-110947,2019-06-15,Standard Class
US-2018-150126,2018-08-02,Standard Class
CA-2019-164427,2019-08-06,Standard Class
CA-2020-120250,2020-09-22,First Class
CA-2020-121993,2020-06-12,First Class
US-2020-100405,2020-08-28,Second Class
US-2021-163790,2021-11-04,Second Class
CA-2020-129868,2020-12-31,Standard Class
CA-2020-140564,2020-12-10,Second Class
US-2021-169502,2021-09-01,Standard Class
CA-2019-146948,2019-07-20,Standard Class
US-2019-113327,2019-05-29,Second Class
CA-2019-135020,2019-06-02,Standard Class
US-2021-141852,2021-11-14,Standard Class
CA-2020-109407,2020-01-26,Second Class
US-2020-165953,2021-01-06,Standard Class
CA-2020-144540,2020-09-10,Standard Class
CA-2019-159863,2019-09-07,Second Class
CA-2019-117800,2019-09-26,Standard Class
CA-2021-145219,2021-12-25,First Class
CA-2019-161214,2019-10-08,Second Class
CA-2021-147228,2021-09-14,Standard Class
CA-2020-101336,2020-11-18,Standard Class
US-2019-126235,2019-10-15,Same Day
CA-2021-168396,2021-08-08,Second Class
CA-2019-130456,2019-08-26,Standard Class
CA-2021-116288,2021-03-17,Standard Class
CA-2021-168228,2021-04-29,First Class
CA-2020-102162,2020-09-16,Standard Class
CA-2021-130141,2021-10-24,Second Class
CA-2019-147501,2019-08-06,Standard Class
CA-2020-143910,2020-08-16,Standard Class
CA-2018-146885,2018-06-05,Standard Class
CA-2020-139556,2020-05-01,Standard Class
CA-2021-129357,2021-05-19,Standard Class
CA-2021-150987,2021-04-12,Standard Class
CA-2021-132647,2021-02-23,Standard Class
CA-2021-159107,2021-06-26,Second Class
CA-2018-160738,2018-05-10,Standard Class
CA-2019-112130,2019-05-07,Standard Class
CA-2020-111409,2020-09-22,Standard Class
CA-2020-116232,2020-09-26,Standard Class
CA-2020-116547,2020-01-17,Standard Class
US-2021-133200,2021-05-11,Standard Class
CA-2020-133550,2020-08-06,Standard Class
CA-2021-139416,2021-03-29,Second Class
CA-2018-114510,2018-03-19,Standard Class
CA-2020-169215,2020-07-18,Second Class
CA-2020-127698,2020-12-01,Same Day
CA-2020-159912,2020-09-03,Standard Class
CA-2020-101987,2020-06-30,Standard Class
US-2021-154851,2021-04-03,Standard Class
CA-2018-138681,2018-12-22,First Class
US-2019-138121,2019-12-17,Same Day
CA-2021-140298,2021-05-17,Standard Class
CA-2020-166240,2020-06-28,Standard Class
CA-2020-158435,2020-05-18,First Class
CA-2021-138149,2021-06-30,First Class
CA-2018-112403,2018-03-31,Same Day
CA-2018-108273,2018-12-21,Standard Class
CA-2021-121643,2021-05-20,First Class
US-2019-122910,2019-05-16,Standard Class
CA-2021-143126,2021-12-07,Second Class
CA-2019-129042,2019-12-17,Standard Class
CA-2019-109736,2019-10-11,First Class
CA-2019-142601,2019-04-20,Second Class
CA-2018-106229,2018-06-11,Second Class
US-2021-135230,2021-09-07,Standard Class
CA-2020-159653,2020-05-22,Same Day
CA-2020-131968,2020-11-15,Standard Class
CA-2018-119151,2018-11-29,Second Class
CA-2018-123323,2018-11-12,Standard Class
CA-2020-124681,2020-07-23,Second Class
US-2019-103996,2019-03-31,Second Class
CA-2020-120530,2020-04-12,Standard Class
CA-2019-155054,2019-06-19,Standard Class
CA-2019-105725,2019-02-24,Standard Class
CA-2021-164364,2021-11-16,Standard Class
CA-2021-168123,2021-03-05,Same Day
CA-2020-120005,2020-03-03,Same Day
CA-2020-123526,2020-12-25,First Class
CA-2020-127649,2020-10-09,First Class
